_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
59845,2023,M6H,CAT,DOMESTIC SH
59846,2025,M8W,DOG,POODLE TOY
59847,2025,M5V,DOG,POODLE MIN
59848,2024,M9B,CAT,SIAMESE
59849,2024,M4B,DOG,SHIH TZU
59850,2024,M6H,DOG,AMER BULLDOG
59851,2026,M4L,DOG,QUEENSLAND HEEL
59852,2023,M8V,DOG,GOLDEN RETR
59853,2025,M4B,DOG,BEAGLE
59854,2023,M4T,DOG,LABRADOR RETR
59855,2025,M6S,DOG,COLLIE SMOOTH
59856,2023,M4M,DOG,LABRADOR RETR
59857,2023,M4L,DOG,ROTTWEILER
59858,2025,M6S,DOG,BERNESE MTN DOG
59859,2024,M6C,DOG,GOLDEN RETR
59860,2024,M8W,DOG,BERNESE MTN DOG
59861,2025,M1N,DOG,ENG BULLDOG
59862,2025,M6P,DOG,AMER BULLDOG
59863,2025,M1B,DOG,PARSON RUSS TER
59864,2024,M6P,DOG,WEST HIGHLAND
59865,2025,M4J,DOG,CHIHUAHUA SH
59866,2025,M4Y,CAT,DOMESTIC LH
59867,2023,M4K,DOG,LABRADOR RETR
59868,2025,M2N,DOG,BEAGLE
59869,2025,M6M,DOG,ENG BULLDOG
59870,2023,M6K,CAT,DOMESTIC SH
59871,2024,M8Z,DOG,POODLE STND
59872,2025,M3C,DOG,SHIH TZU
59873,2024,M5P,DOG,GOLDEN RETR
59874,2023,M4J,DOG,LABRADOR RETR
59875,2025,M9C,CAT,DOMESTIC SH
59876,2025,M2K,DOG,YORKSHIRE TERR
59877,2025,M2K,DOG,SHIH TZU
59878,2025,M4P,DOG,HOUND
59879,2023,M6S,DOG,POODLE MIN
59880,2026,M5V,DOG,CHIHUAHUA SH
59881,2024,M5N,DOG,SCHNAUZER STAND
59882,2024,M1E,DOG,GOLDEN RETR
59883,2024,M4K,DOG,DOBERMAN PINSCH
59884,2025,M9C,DOG,BEAGLE
59885,2025,M6H,DOG,CAVALIER SPAN
59886,2023,M8V,CAT,DOMESTIC MH
59887,2024,M4G,DOG,BORDER COLLIE
59888,2023,M5T,DOG,CHIHUAHUA SH
59889,2024,M4M,DOG,GOLDEN RETR
59890,2023,M1K,DOG,COCKER SPAN
59891,2023,M8W,CAT,DOMESTIC LH
59892,2023,M6K,DOG,AIREDALE TERR
59893,2023,M4J,DOG,POODLE MIN
59894,2024,M9R,DOG,GERM SHEPHERD
59895,2024,M1W,DOG,LHASA APSO
59896,2023,M3J,DOG,ROTTWEILER
59897,2023,M4N,DOG,YORKSHIRE TERR
59898,2023,M4V,DOG,POODLE MIN
59899,2024,M4R,DOG,GOLDEN RETR
59900,2025,M4M,DOG,LABRADOR RETR
59901,2023,M4N,DOG,OLDENG SHEEPDOG
59902,2023,M4C,DOG,BERNESE MTN DOG
59903,2024,M9A,DOG,POODLE STND
59904,2024,M5M,DOG,PUG
59905,2024,M4N,DOG,TIBETAN TERR
59906,2023,M1M,DOG,LABRADOR RETR
59907,2024,M6N,DOG,SHIH TZU
59908,2023,M8V,DOG,LABRADOR RETR
59909,2025,M1S,DOG,BORDER COLLIE
59910,2023,M4T,DOG,PORT WATER DOG
59911,2023,M1V,DOG,BORDER COLLIE
59912,2025,M6P,DOG,DOBERMAN PINSCH
59913,2025,M1B,DOG,COCKER SPAN
59914,2024,M6H,CAT,DOMESTIC SH
59915,2023,M1N,DOG,POODLE STND
59916,2023,M6G,DOG,AMER ESKIMO
59917,2024,M6S,DOG,SCOT DEERHOUND
59918,2023,M1N,DOG,PUG
59919,2023,M4N,DOG,PORT WATER DOG
59920,2025,M1E,DOG,POODLE STND
59921,2025,M1P,DOG,HAVANESE
59922,2025,M5A,DOG,SCHNAUZER STAND
59923,2023,M4C,DOG,POODLE STND
59924,2023,M2H,DOG,YORKSHIRE TERR
59925,2024,M2H,DOG,YORKSHIRE TERR
59926,2023,M4Y,DOG,SCHNAUZER MIN
59927,2024,M1E,CAT,DOMESTIC SH
59928,2025,M4J,DOG,LABRADOR RETR
59929,2025,M6R,DOG,GOLDEN RETR
59930,2023,M5A,DOG,BERNESE MTN DOG
59931,2024,M4K,DOG,JAPANESE CHIN
59932,2024,M1M,DOG,COCKER SPAN
59933,2023,M3H,DOG,SIBERIAN HUSKY
59934,2023,M5M,DOG,GOLDEN RETR
59935,2025,M4G,DOG,LABRADOR RETR
59936,2024,M1V,DOG,AMER ESKIMO
59937,2025,M6K,DOG,AUST CATTLE DOG
59938,2025,M4R,DOG,COCKER SPAN
59939,2023,M9N,DOG,MALTESE
59940,2025,M4J,DOG,ENG COONHOUND
59941,2023,M2R,CAT,DOMESTIC MH
59942,2023,M1T,DOG,CAVALIER SPAN
59943,2025,M1T,DOG,LABRADOR RETR
59944,2024,M9C,CAT,PERSIAN
59945,2024,M5V,DOG,AUST CATTLE DOG
59946,2024,M4V,DOG,CHIHUAHUA SH
59947,2023,M9P,DOG,PAPILLON
59948,2023,M1E,DOG,SHIH TZU
59949,2023,M1E,DOG,POODLE MIN
59950,2023,M5A,DOG,LABRADOR RETR
59951,2024,M6J,DOG,CHIHUAHUA SH
59952,2023,M3A,DOG,POODLE STND
59953,2023,M4N,DOG,OLDENG SHEEPDOG
59954,2023,M6R,CAT,DOMESTIC SH
59955,2025,M1E,DOG,MASTIFF
59956,2023,M8X,DOG,POODLE MIN
59957,2023,M5V,DOG,SIBERIAN HUSKY
59958,2025,M5T,DOG,LABRADOR RETR
59959,2025,M4J,DOG,BOSTON TERRIER
59960,2024,M3C,DOG,SIBERIAN HUSKY
59961,2025,M6G,CAT,BENGAL
59962,2023,M8V,CAT,DOMESTIC SH
59963,2023,M9R,DOG,DACHSHUND
59964,2023,M3A,DOG,WELSH CORGI PEM
59965,2024,M3A,DOG,YORKSHIRE TERR
59966,2023,M1E,DOG,CANE CORSO
59967,2024,M5R,DOG,CAVALIER SPAN
59968,2024,M9V,CAT,DOMESTIC SH
59969,2024,M9B,DOG,IRISH SETTER
59970,2025,M4V,DOG,POINTER
59971,2023,M4X,DOG,BULLMASTIFF
59972,2025,M5R,DOG,POODLE STND
59973,2025,M1R,DOG,JINDO
59974,2023,M8V,DOG,SHIBA INU
59975,2023,M6B,DOG,SIBERIAN HUSKY
59976,2024,M8Z,DOG,GOLDEN RETR
59977,2023,M6N,DOG,GOLDEN RETR
59978,2024,M9V,DOG,DOGO ARGENTINO
59979,2024,M3A,DOG,AMER BULLDOG
59980,2023,M4G,CAT,DOMESTIC SH
59981,2023,M1S,DOG,LABRADOR RETR
59982,2023,M6C,DOG,BOERBOEL
59983,2025,M3C,DOG,CAIRN TERRIER
59984,2025,M2P,DOG,GERM SHEPHERD
59985,2025,M4V,DOG,PARSON RUSS TER
59986,2025,M5M,DOG,BICHON FRISE
59987,2026,M4L,DOG,MALTESE
59988,2025,M6K,DOG,YORKSHIRE TERR
59989,2024,M5P,DOG,CHIHUAHUA SH
59990,2025,M1S,DOG,CHOW CHOW
59991,2025,M2M,DOG,BERNESE MTN DOG
59992,2024,M1B,DOG,LABRADOR RETR
59993,2024,,CAT,DOMESTIC SH
59994,2023,M6J,DOG,BEAGLE
59995,2024,M8W,DOG,BELG MALINOIS
59996,2025,M6M,DOG,BEAGLE
59997,2024,M1N,DOG,AMER BULLDOG
59998,2024,M6H,CAT,DOMESTIC SH
59999,2023,M5N,DOG,AUST SHEPHERD
60000,2024,M2R,DOG,UNKNOWN
60001,2025,M5R,DOG,TERRIER
60002,2025,M4B,DOG,AMER BULLDOG
60003,2024,M2L,DOG,MALTESE
60004,2025,M4C,DOG,POODLE STND
60005,2025,M6R,DOG,LABRADOR RETR
60006,2023,M9R,DOG,GERM SHEPHERD
60007,2023,M5E,CAT,BENGAL
60008,2023,M5A,DOG,UNKNOWN
60009,2025,M1C,DOG,SHIBA INU
60010,2024,M4B,DOG,YORKSHIRE TERR
60011,2023,M6R,DOG,AUST SHEPHERD
60012,2024,M6P,DOG,GREYHOUND
60013,2024,M1E,CAT,DOMESTIC SH
60014,2025,M4B,DOG,LABRADOR RETR
60015,2023,M2H,CAT,DOMESTIC SH
60016,2025,M8W,DOG,SHIH TZU
60017,2025,M8W,DOG,SHIH TZU
60018,2023,M3C,DOG,COLLIE SMOOTH
60019,2023,M4E,DOG,VIZSLA WH
60020,2023,M4K,DOG,FRENCH BULLDOG
60021,2024,M8V,DOG,HAVANESE
60022,2025,M4C,CAT,DOMESTIC SH
60023,2024,M9B,DOG,LABRADOR RETR
60024,2023,M4L,DOG,LABRADOR RETR
60025,2023,M1M,DOG,MALTESE
60026,2025,M4X,DOG,AM PIT BULL TER
60027,2025,M1N,CAT,DOMESTIC SH
60028,2025,M4C,DOG,MIN PINSCHER
60029,2024,M2P,DOG,GOLDEN RETR
60030,2023,M4L,DOG,AKITA
60031,2023,M6J,DOG,TERRIER
60032,2024,M4Y,DOG,GERMAN PINSCHER
60033,2025,M4S,DOG,LABRADOR RETR
60034,2024,M4W,DOG,GERM WH POINT
60035,2024,M2R,DOG,SCHNAUZER STAND
60036,2023,M2R,DOG,POMERANIAN
60037,2023,M3H,DOG,SIBERIAN HUSKY
60038,2023,M9N,DOG,MEX HAIRLESS
60039,2023,M5M,CAT,NORWGN FOREST
60040,2023,M6H,CAT,DOMESTIC SH
60041,2025,M6H,CAT,DOMESTIC SH
60042,2023,M1N,DOG,ROTTWEILER
60043,2026,M5A,DOG,BICHON FRISE
60044,2025,M4Y,CAT,DOMESTIC LH
60045,2023,M5P,DOG,BOXER
60046,2023,M4J,DOG,SHIH TZU
60047,2023,M4W,DOG,FRENCH BULLDOG
60048,2025,M1M,DOG,FEIST
60049,2023,M6S,DOG,CHOW CHOW
60050,2023,M1N,CAT,DOMESTIC SH
60051,2024,M4M,DOG,POMERANIAN
60052,2025,M8W,DOG,POODLE MIN
60053,2023,M4W,DOG,NS DUCK TOLLING
60054,2025,M4G,DOG,GOLDEN RETR
60055,2025,M9N,DOG,AUST SHEPHERD
60056,2023,M4W,DOG,POMERANIAN
60057,2025,M1J,DOG,PUG
60058,2023,M5R,DOG,TERRIER
60059,2023,M5R,CAT,PERSIAN
60060,2023,M5R,CAT,DOMESTIC SH
60061,2025,M1M,DOG,HOUND
60062,2025,M4S,DOG,AMER ESKIMO
60063,2025,M4J,DOG,BEAGLE
60064,2023,M6P,DOG,CHIHUAHUA SH
60065,2023,M6K,CAT,DOMESTIC SH
60066,2023,M9L,DOG,PEKINGESE
60067,2023,M9A,DOG,POODLE MIN
60068,2025,M8V,DOG,WHIPPET
60069,2024,M6P,DOG,GOLDEN RETR
60070,2025,M1N,DOG,PARSON RUSS TER
60071,2025,M6R,DOG,POODLE MIN
60072,2025,M4A,CAT,DOMESTIC LH
60073,2024,M4A,CAT,DOMESTIC LH
60074,2025,M4P,DOG,PUG
60075,2024,M2L,DOG,GERM SHEPHERD
60076,2023,M9W,DOG,SCHNAUZER MIN
60077,2023,M6G,CAT,DOMESTIC SH
60078,2023,M4L,DOG,PORT WATER DOG
60079,2023,M3M,CAT,DOMESTIC SH
60080,2023,M3J,DOG,PARSON RUSS TER
60081,2023,M9A,DOG,CHIHUAHUA SH
60082,2023,M9A,DOG,CHIHUAHUA SH
60083,2024,M1M,CAT,DOMESTIC SH
60084,2023,M3M,DOG,SHIH TZU
60085,2025,M6N,DOG,BEAGLE
60086,2025,M3M,DOG,SHIH TZU
60087,2023,M1S,DOG,CHOW CHOW
60088,2023,M6G,CAT,DOMESTIC SH
60089,2025,M6E,DOG,SIBERIAN HUSKY
60090,2024,M5B,CAT,DOMESTIC SH
60091,2023,M4N,DOG,ST BERNARD RGH
60092,2023,M5J,DOG,MALTESE
60093,2025,M1N,DOG,LABRADOR RETR
60094,2025,M2K,DOG,SHIH TZU
60095,2023,M4S,DOG,SIBERIAN HUSKY
60096,2025,M4P,DOG,COLLIE ROUGH
60097,2025,M4C,DOG,SIBERIAN HUSKY
60098,2025,M4J,DOG,LABRADOR RETR
60099,2023,M4X,DOG,BORDER TERRIER
60100,2025,M8V,DOG,DACHSHUND MIN
60101,2024,M4L,DOG,GERM SHEPHERD
60102,2023,M6K,DOG,WEST HIGHLAND
60103,2025,M6M,DOG,CAVALIER SPAN
60104,2025,M8Y,DOG,LABRADOR RETR
60105,2023,M6G,DOG,POODLE MIN
60106,2025,M4K,DOG,HOUND
60107,2023,M6H,DOG,SHETLD SHEEPDOG
60108,2025,M4M,CAT,DOMESTIC SH
60109,2025,M9C,DOG,SHIH TZU
60110,2025,M4W,DOG,HOUND
60111,2025,M5P,DOG,GANARASKAN
60112,2025,M5A,DOG,BOXER
60113,2025,M6H,DOG,CANE CORSO
60114,2023,M6K,DOG,LABRADOR RETR
60115,2023,M5A,DOG,GERM SHEPHERD
60116,2024,M6N,DOG,GREYHOUND
60117,2025,M1E,DOG,SHIH TZU
60118,2024,M8Z,DOG,BEAGLE
60119,2025,M5T,DOG,YORKSHIRE TERR
60120,2023,M6P,CAT,MAINE COON
60121,2024,M4J,DOG,GOLDEN RETR
60122,2024,M4N,DOG,WELSH CORGI PEM
60123,2025,M5A,DOG,PUG
60124,2023,M9W,DOG,GOLDEN RETR
60125,2025,M1R,DOG,YORKSHIRE TERR
60126,2023,M6R,DOG,BORDER COLLIE
60127,2025,M6N,DOG,PAPILLON
60128,2024,M6A,CAT,DOMESTIC SH
60129,2025,M1V,CAT,DOMESTIC SH
60130,2024,M6S,DOG,AUST KELPIE
60131,2025,M8X,DOG,PUG
60132,2024,M6M,DOG,CAVALIER SPAN
60133,2023,M6K,DOG,BOSTON TERRIER
60134,2024,M6N,DOG,LABRADOR RETR
60135,2024,M2P,DOG,GERM SHEPHERD
60136,2023,M5M,DOG,BERNESE MTN DOG
60137,2024,M3H,DOG,GOLDEN RETR
60138,2025,M6H,DOG,LABRADOR RETR
60139,2025,M6H,DOG,LABRADOR RETR
60140,2025,M6B,DOG,GOLDEN RETR
60141,2023,M2N,DOG,REDBONE HOUND
60142,2023,M4L,CAT,DOMESTIC SH
60143,2025,M4K,DOG,BORDER COLLIE
60144,2024,M2N,DOG,CHIHUAHUA SH
60145,2024,M3L,DOG,PUG
60146,2023,M5V,DOG,COLLIE SMOOTH
60147,2024,M5T,DOG,SHIH TZU
60148,2024,M4L,DOG,DOBERMAN PINSCH
60149,2023,M9R,CAT,TURKISH ANGORA
60150,2025,M4L,DOG,GOLDEN RETR
60151,2024,M1N,DOG,POODLE MIN
60152,2025,M4V,DOG,BORDER COLLIE
60153,2025,M4C,DOG,BICHON FRISE
60154,2025,M6N,DOG,WELSH CORGI PEM
60155,2023,M1C,DOG,GERM SHEPHERD
60156,2025,M9M,DOG,PUG
60157,2025,M1B,CAT,DOMESTIC SH
60158,2026,M9C,DOG,LABRADOR RETR
60159,2023,M9B,DOG,GERM SHEPHERD
60160,2025,M9R,CAT,DOMESTIC SH
60161,2024,M4G,DOG,GOLDEN RETR
60162,2024,M2H,DOG,COCKER SPAN
60163,2024,M6R,DOG,LABRADOR RETR
60164,2023,M5A,DOG,LHASA APSO
60165,2024,M4M,DOG,CHIHUAHUA LH
60166,2025,M9W,DOG,GERM SHEPHERD
60167,2025,M4E,DOG,GOLDEN RETR
60168,2025,M3C,DOG,SIBERIAN HUSKY
60169,2025,M9A,DOG,LABRADOR RETR
60170,2023,M4W,DOG,GOLDEN RETR
60171,2024,M8Z,DOG,COCKER SPAN
60172,2024,M2N,DOG,MALTESE
60173,2025,M5R,DOG,SHIH TZU
60174,2024,M4S,DOG,LABRADOR RETR
60175,2024,M4S,DOG,LABRADOR RETR
60176,2023,M4C,DOG,DOBERMAN PINSCH
60177,2024,M5A,DOG,GERM SHEPHERD
60178,2024,M9C,DOG,CANE CORSO
60179,2023,M6G,DOG,GOLDEN RETR
60180,2023,M6G,DOG,POODLE MIN
60181,2024,M9V,CAT,DOMESTIC SH
60182,2024,M6B,DOG,POODLE STND
60183,2024,M5E,DOG,AUST SHEPHERD
60184,2025,M6P,DOG,BOSTON TERRIER
60185,2025,M5P,DOG,PAPILLON
60186,2023,M4C,CAT,DOMESTIC SH
60187,2023,M4E,DOG,LABRADOR RETR
60188,2023,M6S,DOG,BERNESE MTN DOG
60189,2024,M1E,DOG,BERNESE MTN DOG
60190,2023,M1P,DOG,LABRADOR RETR
60191,2025,M5R,DOG,NORFOLK TERRIER
60192,2025,M8Z,DOG,VIZSLA
60193,2023,M4K,DOG,WHIPPET
60194,2024,M4M,DOG,SC WHEAT TERR
60195,2023,M6H,DOG,BORDER COLLIE
60196,2025,M1M,DOG,LABRADOR RETR
60197,2023,M4K,DOG,HAVANESE
60198,2025,M6N,DOG,GERM SHEPHERD
60199,2023,M1B,DOG,LABRADOR RETR
60200,2023,M5M,DOG,PHARAOH HOUND
60201,2023,M1B,CAT,DOMESTIC MH
60202,2025,M3A,DOG,ENG SPRNGR SPAN
60203,2025,M9P,DOG,YORKSHIRE TERR
60204,2025,M2N,CAT,DOMESTIC LH
60205,2025,M1S,DOG,ROTTWEILER
60206,2023,M4N,DOG,GERM SHEPHERD
60207,2025,M6E,DOG,LABRADOR RETR
60208,2025,M5A,CAT,DOMESTIC SH
60209,2023,M4X,CAT,DOMESTIC SH
60210,2025,M8Z,DOG,GOLDEN RETR
60211,2023,M4V,DOG,COCKER SPAN
60212,2023,M6S,DOG,BRITTANY
60213,2024,M6S,DOG,SCHNAUZER STAND
60214,2025,M4L,DOG,FRENCH BULLDOG
60215,2025,M9V,CAT,DOMESTIC SH
60216,2024,M8X,CAT,DOMESTIC SH
60217,2025,M8X,CAT,DOMESTIC SH
60218,2023,M9W,CAT,DOMESTIC SH
60219,2023,M1B,DOG,YORKSHIRE TERR
60220,2025,M8V,DOG,AUST CATTLE DOG
60221,2023,M4S,DOG,FLAT COAT RETR
60222,2023,M5V,CAT,DOMESTIC SH
60223,2025,M3H,CAT,DOMESTIC SH
60224,2023,M9C,DOG,CHIHUAHUA SH
60225,2023,M9C,DOG,CHIHUAHUA SH
60226,2023,M6M,DOG,SHIH TZU
60227,2025,M8W,DOG,LABRADOR RETR
60228,2025,M1W,DOG,LABRADOR RETR
60229,2025,M1N,DOG,PORT WATER DOG
60230,2025,M1M,DOG,POODLE STND
60231,2024,M4B,DOG,LABRADOR RETR
60232,2025,M6M,DOG,SIBERIAN HUSKY
60233,2023,M9N,DOG,GERM SHEPHERD
60234,2025,M2N,DOG,AUST SHEPHERD
60235,2023,M3C,CAT,DOMESTIC SH
60236,2023,M1V,DOG,CHIHUAHUA SH
60237,2023,M3H,DOG,GERM SHEPHERD
60238,2023,M9A,CAT,DOMESTIC SH
60239,2025,M1P,CAT,DOMESTIC SH
60240,2025,M2H,DOG,GERM SHEPHERD
60241,2024,M2R,DOG,GERM SHEPHERD
60242,2024,M9B,DOG,LABRADOR RETR
60243,2025,M5P,DOG,MIN PINSCHER
60244,2025,M4J,DOG,SCHNAUZER STAND
60245,2024,M8V,DOG,BICHON FRISE
60246,2024,M1W,DOG,LABRADOR RETR
60247,2023,M1T,CAT,DOMESTIC SH
60248,2023,M2K,DOG,BICHON FRISE
60249,2023,M2P,DOG,POODLE MIN
60250,2024,M2P,DOG,POMERANIAN
60251,2023,M6E,CAT,DOMESTIC SH
60252,2023,M1C,CAT,DOMESTIC SH
60253,2023,M1C,CAT,DOMESTIC SH
60254,2026,M1R,DOG,GERM SHEPHERD
60255,2023,M1R,DOG,SHIH TZU
60256,2023,M2N,CAT,DOMESTIC SH
60257,2023,M6G,CAT,CORNISH REX
60258,2023,M9N,DOG,YORKSHIRE TERR
60259,2023,M4H,DOG,AMER BULLDOG
60260,2023,M4K,CAT,DOMESTIC SH
60261,2023,M4S,DOG,DOBERMAN PINSCH
60262,2024,M4E,DOG,ST BERNARD RGH
60263,2025,M5M,DOG,GREAT DANE
60264,2023,M9B,CAT,DOMESTIC SH
60265,2025,M1N,DOG,GOLDEN RETR
60266,2023,M1R,CAT,RAGDOLL
60267,2024,M6N,DOG,SAMOYED
60268,2023,M1V,CAT,DOMESTIC SH
60269,2024,M8V,DOG,BERNESE MTN DOG
60270,2024,M1N,DOG,TERRIER
60271,2023,M6S,DOG,VIZSLA
60272,2025,M5P,CAT,DOMESTIC LH
60273,2023,M8W,DOG,TERRIER
60274,2024,M2L,DOG,COCKER SPAN
60275,2023,M9M,CAT,DOMESTIC SH
60276,2025,M9W,DOG,GERM SHEPHERD
60277,2023,M5G,DOG,GERM SHEPHERD
60278,2024,M4L,DOG,GOLDEN RETR
60279,2024,M8V,DOG,BELG MALINOIS
60280,2024,M1T,DOG,GOLDEN RETR
60281,2024,M4L,DOG,POODLE STND
60282,2023,M1B,DOG,BORDER COLLIE
60283,2024,M4G,CAT,DOMESTIC SH
60284,2023,M1R,DOG,TERRIER
60285,2025,M5E,DOG,LABRADOR RETR
60286,2024,M9B,DOG,GERM SHEPHERD
60287,2025,M9W,DOG,LABRADOR RETR
60288,2023,M1H,DOG,BOSTON TERRIER
60289,2025,M6G,CAT,DOMESTIC LH
60290,2023,M8V,DOG,SHIH TZU
60291,2025,M6N,CAT,DOMESTIC SH
60292,2023,M6N,CAT,DOMESTIC SH
60293,2023,M9B,DOG,GOLDEN RETR
60294,2023,M4P,DOG,DOBERMAN PINSCH
60295,2025,M4K,DOG,DOBERMAN PINSCH
60296,2023,M2M,DOG,COTON DE TULEAR
60297,2023,M4C,CAT,DOMESTIC LH
60298,2025,M6N,DOG,VIZSLA
60299,2023,M2K,DOG,COCKER SPAN
60300,2023,M3A,DOG,SHIH TZU
60301,2024,M6M,DOG,ROTTWEILER
60302,2024,M6M,DOG,ROTTWEILER
60303,2023,M1C,DOG,AMER ESKIMO
60304,2024,M6N,DOG,SHIH TZU
60305,2023,M4V,DOG,GOLDEN RETR
60306,2025,M6C,DOG,BERNESE MTN DOG
60307,2025,M6E,DOG,PODENGO PEQUENO
60308,2024,M1M,DOG,ALASK MALAMUTE
60309,2024,M6R,CAT,DOMESTIC SH
60310,2024,M6S,CAT,DOMESTIC SH
60311,2023,M5P,CAT,DOMESTIC SH
60312,2025,M1W,CAT,ABYSSINIAN
60313,2023,M5V,CAT,DOMESTIC SH
60314,2023,M4Y,CAT,DOMESTIC LH
60315,2024,M5B,CAT,DOMESTIC SH
60316,2023,M1E,CAT,DOMESTIC SH
60317,2025,M4M,CAT,DOMESTIC LH
60318,2025,M6G,DOG,TERRIER
60319,2023,M9B,DOG,RHOD RIDGEBACK
60320,2023,M4S,CAT,DOMESTIC MH
60321,2023,M4S,CAT,DOMESTIC SH
60322,2024,M1N,DOG,LABRADOR RETR
60323,2024,M4R,DOG,GOLDEN RETR
60324,2023,M6P,DOG,BOSTON TERRIER
60325,2024,M5V,DOG,SCHNAUZER MIN
60326,2025,M4K,DOG,SCHNAUZER MIN
60327,2025,M9R,CAT,DOMESTIC SH
60328,2025,M9R,CAT,DOMESTIC SH
60329,2023,M4X,CAT,DOMESTIC MH
60330,2024,M4K,DOG,PARSON RUSS TER
60331,2025,M4T,DOG,SHIH TZU
60332,2025,M6S,DOG,ENG SPRNGR SPAN
60333,2023,M1V,DOG,DACHSHUND MIN
60334,2024,M8W,DOG,VIZSLA
60335,2025,M9A,DOG,ST BERNARD RGH
60336,2025,M4L,DOG,SIBERIAN HUSKY
60337,2025,M5A,DOG,CHIHUAHUA SH
60338,2025,M8V,DOG,WELSH CORGI PEM
60339,2023,M4K,DOG,LABRADOR RETR
60340,2025,M5G,DOG,CAVALIER SPAN
60341,2023,M4S,CAT,DOMESTIC SH
60342,2024,M4S,CAT,DOMESTIC SH
60343,2023,M5M,DOG,LABRADOR RETR
60344,2024,M1L,CAT,MAINE COON
60345,2024,M1K,DOG,MASTIFF
60346,2024,M8Y,DOG,AMER BULLDOG
60347,2024,M6K,DOG,SAMOYED
60348,2025,M1E,CAT,DOMESTIC SH
60349,2023,M6J,CAT,DOMESTIC SH
60350,2023,M4J,CAT,DOMESTIC SH
60351,2024,M4E,DOG,AIREDALE TERR
60352,2024,M5R,DOG,WELSH CORGI PEM
60353,2023,M4V,CAT,DOMESTIC SH
60354,2023,M1E,CAT,DOMESTIC LH
60355,2023,M3A,CAT,DOMESTIC MH
60356,2024,M6N,CAT,DOMESTIC MH
60357,2026,M4M,DOG,SC WHEAT TERR
60358,2025,M1K,CAT,DOMESTIC SH
60359,2023,M1C,DOG,FEIST
60360,2023,M4G,DOG,CHIHUAHUA SH
60361,2023,M4T,DOG,YORKSHIRE TERR
60362,2025,M5R,DOG,FRENCH BULLDOG
60363,2023,M6K,DOG,LABRADOR RETR
60364,2023,M4G,DOG,BORDER COLLIE
60365,2023,M1J,DOG,ROTTWEILER
60366,2023,M6A,DOG,UNKNOWN
60367,2025,M6H,DOG,AUST SHEPHERD
60368,2025,M6J,DOG,GERM SHEPHERD
60369,2025,M6P,DOG,PARSON RUSS TER
60370,2023,M6G,DOG,VIZSLA WH
60371,2024,M6G,DOG,HAVANESE
60372,2025,M6C,DOG,TERRIER
60373,2023,M1L,DOG,MALTESE
60374,2025,M9C,DOG,GOLDEN RETR
60375,2023,M9B,DOG,POMERANIAN
60376,2025,M3C,CAT,RUSSIAN BLUE
60377,2024,M4J,DOG,GERM SHEPHERD
60378,2024,M6P,DOG,YORKSHIRE TERR
60379,2025,M4K,DOG,SCHNAUZER STAND
60380,2023,M9N,CAT,DOMESTIC LH
60381,2025,M9N,CAT,DOMESTIC SH
60382,2023,M2N,DOG,GREAT DANE
60383,2023,M3C,CAT,DOMESTIC SH
60384,2023,M3C,CAT,DOMESTIC SH
60385,2023,M4B,CAT,DOMESTIC SH
60386,2023,M8Y,CAT,DOMESTIC SH
60387,2023,M5J,DOG,SCOT TERRIER
60388,2024,M5R,DOG,BORDER COLLIE
60389,2023,M4J,CAT,DOMESTIC SH
60390,2025,M9P,DOG,SIBERIAN HUSKY
60391,2024,M8V,DOG,YORKSHIRE TERR
60392,2025,M6P,CAT,DOMESTIC SH
60393,2024,M4L,CAT,DOMESTIC SH
60394,2025,M4M,CAT,DOMESTIC SH
60395,2025,M4M,CAT,DOMESTIC SH
60396,2023,M4L,CAT,DOMESTIC SH
60397,2023,M5R,DOG,GOLDEN RETR
60398,2025,M4E,DOG,POODLE MIN
60399,2024,M6P,DOG,POODLE MIN
60400,2025,M1M,DOG,LABRADOR RETR
60401,2023,M4X,DOG,CHIHUAHUA SH
60402,2023,M8Z,DOG,LABRADOR RETR
60403,2023,M8Z,CAT,MANX
60404,2023,M8Z,CAT,DOMESTIC SH
60405,2023,M4K,DOG,BORDER TERRIER
60406,2024,M6K,DOG,GREYHOUND
60407,2023,M2H,DOG,GERM SHEPHERD
60408,2024,M1B,DOG,AMER BULLDOG
60409,2025,M6K,DOG,MALTESE
60410,2023,M4X,CAT,DOMESTIC SH
60411,2023,M4X,CAT,DOMESTIC SH
60412,2025,M4X,CAT,DOMESTIC SH
60413,2024,M5R,DOG,GOLDEN RETR
60414,2024,M5R,CAT,DOMESTIC SH
60415,2025,M6C,CAT,DOMESTIC LH
60416,2023,M6E,CAT,DOMESTIC SH
60417,2025,M1V,DOG,SCHNAUZER MIN
60418,2024,M2H,DOG,POODLE MIN
60419,2023,M2H,DOG,POODLE MIN
60420,2023,M5S,CAT,DOMESTIC SH
60421,2023,M6K,CAT,DOMESTIC MH
60422,2023,M6R,CAT,DOMESTIC MH
60423,2024,M6R,CAT,DOMESTIC SH
60424,2024,M2J,CAT,DOMESTIC SH
60425,2023,M6S,CAT,DOMESTIC SH
60426,2024,M6E,CAT,DOMESTIC SH
60427,2025,M4N,DOG,LABRADOR RETR
60428,2025,M4R,DOG,WEST HIGHLAND
60429,2023,M5S,DOG,LABRADOR RETR
60430,2023,M6E,DOG,LABRADOR RETR
60431,2024,M1P,DOG,FRENCH BULLDOG
60432,2024,M8Y,DOG,AUST SHEPHERD
